url,title,cluster,keywords_top
https://portkey.ai/blog/skeleton-of-thought-large-language-models-can-do-parallel-decoding-summary/,Skeleton-of-Thought: Large Language Models Can Do Parallel Decoding - Summary,0,skeleton; sot; decoding; skeleton thought; batched; parallel; answer; generation; thought; thinking; llms; llms generate; api calls; inspired; large language; decrease; sequential; method; paper introduces; latency
https://portkey.ai/blog/mixtral-of-experts-summary/,Mixtral of Experts - Summary,0,experts; benchmarks; 13b; license; llama 70b; 70b; parameters; multilingual; inference; outperforms; uses; actively; llama; fine tuned; network; tuned; instruct; fine; code generation; released
https://portkey.ai/blog/anyscale-oss-models-portkey-llmops-stack/,Anyscale's OSS Models + Portkey's Ops Stack,4,anyscale; endpoints; portkey; open; llmops; fine tuning; tuning; open source; development; security; fine; stack; source; ai; applications; private; developing; source models; ai applications; serving
https://portkey.ai/blog/the-confidence-checklist-for-llms-in-production/,The Confidence Checklist for LLMs in Production,4,tips; reliable llm; practical tips; rohit agarwal; llm systems; ceo; agarwal; rohit; production grade; shares; read; crafting; llm; grade; experience; production; reliable; production portkey; practical; reliability
https://portkey.ai/blog/gpt-4-is-getting-faster/,GPT-4 is Getting Faster 🐇,4,latencies; gpt; latency; slower; months; seconds; vary; 100; token; requests; does; plot; prompt; tokens; processing time; trip; ratios; period; round; deep dive
https://portkey.ai/blog/worried-about-being-an-llm-wrapper/,How to differentiate your AI product - Jasper style!,5,jasper; chatgpt; ai; product; brand; security; user; profiles; stands; generic; customization; thing; approach; client; interesting; interface; customers; generative; style; asking
https://portkey.ai/blog/my-journey-with-ai-driven-development-from-curiosity-to-necessity/,My Journey with AI-Driven Development: From Curiosity to Necessity,2,copilot; github copilot; coding; github; chatgpt; tools; ai driven; journey; code; ai; tools like; like chatgpt; learning; driven; practices; refining; evolution; potential; working; development
https://portkey.ai/blog/towards-reasoning-in-large-language-models-a-survey-summary/,Towards Reasoning in Large Language Models: A Survey - Summary,0,reasoning; reasoning large; reasoning abilities; abilities; methods; language; large language; prompting; improving; large; decomposition; language models; finetuning; llms; models; directions; provides comprehensive; context learning; techniques; overview
https://portkey.ai/blog/are-we-really-making-much-progress-in-text-classification-a-comparative-review-summary/,Are We Really Making Much Progress in Text Classification? A Comparative Review - Summary,0,graph; methods; label; hierarchy; based methods; based; text classification; trained language; words; classification; pre trained; models outperform; pre; trained; outperform; sequence; hierarchical; text; proposed; recently
https://portkey.ai/blog/post-processing-recommender-systems-with-knowledge-graphs-for-recency-popularity-and-diversity-of-explanations-summary/,"Post Processing Recommender Systems with Knowledge Graphs for Recency, Popularity, and Diversity of Explanations - Summary",2,explanation; knowledge graphs; explanations; ranking; properties; graphs; popularity; recommendation; proposed; diversity; explainable; preserving; public; proposes; knowledge; quality; approaches; paper; datasets; approach
https://portkey.ai/blog/slic-hf-sequence-likelihood-calibration-with-human-feedback-summary/,SLiC-HF: Sequence Likelihood Calibration with Human Feedback - Summary,0,human feedback; hf; likelihood; human; feedback; reinforcement learning; computationally; sequence; reinforcement; tl; tl dr; dr; alternative; simpler; summarization; rlhf; models approach; learning; shown; presents
https://portkey.ai/blog/discovering-language-model-behaviors-with-model-written-evaluations-summary/,Discovering Language Model Behaviors with Model-Written Evaluations - Summary,0,evaluations; lm; lms; rlhf; high quality; behaviors; rl; human feedback; quality; scaling; paper; high; cheaper; creation; paper explores; models lms; effort; diverse; manual; lower
https://portkey.ai/blog/were-afraid-language-models-arent-modeling-ambiguity-summary/,We're Afraid Language Models Aren't Modeling Ambiguity - Summary,0,ambiguity; lms; language; kinds; language understanding; language models; present; claims; authors; benchmark; models lms; misleading; diverse; recognize; natural language; model used; extremely; discusses; paper discusses; importance
https://portkey.ai/blog/scaling-transformer-to-1m-tokens-and-beyond-with-rmt-summary/,Scaling Transformer to 1M tokens and beyond with RMT - Summary,0,transformer; method; memory; segment; recurrence; bert; storage; size; task specific; natural language; language processing; processing; natural; information; presents method; model store; length; enables; store; context length
https://portkey.ai/blog/distilling-step-by-step-outperforming-larger-language-models-with-less-training-data-and-smaller-model-sizes-summary/,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes - Summary,0,outperform; smaller; model sizes; smaller model; models outperform; step; sizes; training; mechanism; smaller models; step step; training data; models multi; models; model size; llms; model; size; larger; data
https://portkey.ai/blog/milmo-minority-multilingual-pre-trained-language-model-summary/,MiLMo:Minority Multilingual Pre-trained Language Model - Summary,0,multilingual; trained language; pre trained; pre; trained; language; text classification; named; classification; languages; downstream; language model; dataset; performs; text; construct; tasks including; task; model; paper presents
https://portkey.ai/blog/hugginggpt-solving-ai-tasks-with-chatgpt-and-its-friends-in-huggingface-summary/,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in HuggingFace - Summary,0,huggingface; ai tasks; chatgpt; language; tasks; ai; ai models; models; llms; like chatgpt; llms like; communities; complicated; speech; connect; machine learning; paper proposes; leverages; proposes; machine
https://portkey.ai/blog/a-survey-of-large-language-models-summary/,A Survey of Large Language Models - Summary,0,language; pre; transformer; intelligence; llms; language models; chen; utilization; artificial; discusses; adaptation; capacity; paper; general intelligence; pre trained; models; large; emergent; pre training; surveys
https://portkey.ai/blog/generative-agents-interactive-simulacra-of-human-behavior-summary-2/,Generative Agents: Interactive Simulacra of Human Behavior - Summary,2,agents; believable; interactive; generative agents; human behavior; interactive applications; generative; emergent social; behavior; human; emergent; natural language; language; natural; spaces; prototyping; paper; behaviors; social; communication
https://portkey.ai/blog/segment-everything-everywhere-all-at-once-summary/,Segment Everything Everywhere All at Once - Summary,2,image; segmenting; decoder; boxes; referred; segmentation; types prompts; texts; interactive; different types; engine; prompting; regions; points; introduces; model; paper presents; li; types; presents
https://portkey.ai/blog/eight-things-to-know-about-large-language-models-summary/,Eight Things to Know about Large Language Models - Summary,0,investment; increasing; steering; behaviors; llms; surprising; large language; techniques; discusses; paper discusses; language models; claims; reliable; large; behavior; language; potentially; predictable; capability; lack
https://portkey.ai/blog/instruction-tuning-with-gpt-4-summary/,Instruction Tuning with GPT-4 - Summary,0,instruction; instruction following; following; finetuning; generated; instruction tuning; gpt; llms; shot performance; zero shot; tuning; data; paper presents; shot; zero; presents; models llms; source llms; models; practical tips
https://portkey.ai/blog/generative-agents-interactive-simulacra-of-human-behavior-summary/,Generative Agents: Interactive Simulacra of Human Behavior - Summary,2,generative agents; believable; agents; generative; human behavior; interactive applications; interactive; emergent social; emergent; social; human; behavior; model store; architecture; individual; produce; extends; paper introduces; retrieve; behaviors
https://portkey.ai/blog/gpt-understands-too-summary/,"GPT Understands, Too - Summary",0,knowledge; tuning; language understanding; method; language; supervised; natural language; tasks; prior; trainable; natural; proposes novel; downstream tasks; pre training; method called; pre; sized; comparable; shot; trillion
https://portkey.ai/blog/training-language-models-to-follow-instructions-with-human-feedback-summary/,Training language models to follow instructions with human feedback - Summary,0,nlp datasets; human feedback; nlp; language; toxic; language models; human; public; datasets; models; reductions; feedback; having; presents method; fine tuning; models called; generation; language modeling; tuning; minimal
https://portkey.ai/blog/lora-low-rank-adaptation-of-large-language-models-summary/,LoRA: Low-Rank Adaptation of Large Language Models - Summary,0,lora; trainable; rank; decomposition; downstream tasks; transformer architecture; parameters; number; transformer; adaptation; downstream; gpt; low; gpt gpt; language processing; model quality; tasks; architecture; natural language; requirement
https://portkey.ai/blog/language-models-are-few-shot-learners-summary/,Language Models are Few-Shot Learners - Summary,0,shot; nlp; shot performance; datasets; language; articles; discusses; paper discusses; agnostic; task; fine tuning; gpt; language models; pre; tuning; trained language; representations; shot learning; reaching; fine
https://portkey.ai/blog/attention-is-all-you-need-summary/,Attention Is All You Need - Summary,0,attention; transformer; recurrence; encoder; translation; decoder; solely; mechanisms; self; significantly; architecture; entirely; state art; proposes new; art; network; reach; new; paper; state
https://portkey.ai/blog/camel-communicative-agents-for-mind-exploration-of-large-scale-language-model-society-quick-summary-2/,"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Scale Language Model Society | Quick Summary",0,role playing; playing; agents; chat; conversational; proposes novel; role; cognitive; named; paper proposes; completion; paper; prompting; novel; authors; proposes; knowledge; insight; involves; agent
https://portkey.ai/blog/how-fontys-ict-built-an-institutional-ai-platform-with-a-gateway-architecture/,How Fontys ICT built an institutional AI platform with a gateway architecture,5,institutional; ict; fontys; fontys ict; institution; students; ai; eu; access; institutional ai; commercial; platform; governance; gateway; ai platform; education; offered; usage; routing; hosted
https://portkey.ai/blog/#/portal/signin,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/#/portal/signup,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/we-tracked-93m-in-llm-spends-last-year-now-the-data-is-yours/,We Tracked $93M in LLM Spends Last Year. Now the Data is Yours.,4,charges; pricing; tokens; reads; cache; api; units; prices; json; pro; openai; problem; input; portkey; portkey ai; github; models; anthropic; gemini; thinking
https://portkey.ai/blog/llm-hallucinations-in-production/,LLM hallucinations in production,5,hallucinations; hallucination; guardrails; model; explicit; tool; gateway; production; allowed; routing; failures; actions; outputs; llm hallucinations; harder; models; isolated; grounding; incidents; ai gateway
https://portkey.ai/blog/opencode-token-usage-costs-and-access-control/,"OpenCode: token usage, costs, and access control",5,opencode; usage; teams; agent; layer; opencode token; model; model agnostic; budgets; access; developers; workflows; provider; control; limits; providers; agnostic; workspace; ai gateway; shared production
https://portkey.ai/blog/how-snorkel-evaluates-and-trains-top-ai-models/,How Snorkel AI Debugs Multi-Agent LLM Systems with Portkey Traces,2,agent; image; axis; snorkel; plt; answer; question; grid; 002; question answer; black; frequency; agents; phase; mode; visualization; chart; planner; multi agent; import
https://portkey.ai/blog/mcp-registry/,Architecting for Trust: A Strategic Perspective on the MCP Registry for the Enterprise,6,mcp; enterprise; registry; plane; control plane; mcp registry; strategic; internal; control; public; protocol; securely; ecosystem; private; servers; leaders; architectural; secure; external; measured
https://portkey.ai/blog/fortifying-your-ai-stack-palo-alto-networks-prisma-airs/,Fortifying Your AI Stack: Palo Alto Networks Prisma AIRS Now on Portkey,5,prisma; airs; prisma airs; security; ai; alto networks; palo; alto; palo alto; networks; protection; malicious; protects; portkey; attempts; comprehensive; threats; integration; directly; detection
https://portkey.ai/blog/claude-code-limits/,Everything We Know About Claude Code Limits,4,claude; claude code; bedrock vertex; vertex; bedrock; hour; anthropic; code; max; window; pro; users; portkey; anthropic bedrock; plan; rolling; begins; 40; cloud; pricing
https://portkey.ai/blog/portkey-in-2025-gartner-cool-vendors-in-llm-observability/,Portkey Named a Cool Vendor in the 2025 Gartner® Cool Vendors™ in LLM Observability Report,5,observability; ai; mcp; tool; agents; visibility; cool; cool vendors; gartner cool; models agents; gartner; vendors; behavioral; recognized; portkey; teams; calls; llm observability; 2025; model
https://portkey.ai/blog/what-is-a-virtual-mcp-server/,"What is a virtual MCP server: Need, benefits, use cases",6,mcp; mcp servers; servers; virtual mcp; virtual; server; teams; multiple mcp; mcp server; tools; client; agent; party; agents; multiple; curated; composition; registries; wiring; mcp gateway
https://portkey.ai/blog/how-does-an-ai-gateway-improve-building-ai-apps/,How does an AI gateway improve building AI apps,5,ai; gateway; teams; application; ai gateway; apps; ai app; ai apps; app; gateway layer; layer; providers; provider; model access; workloads; centrally; control; logic; model; behavior
https://portkey.ai/blog/enterprise-mcp-access-control/,"Enterprise MCP access control: managing tools, servers, and agents",6,mcp; access; access control; mcp access; servers; tools; control; agents; mcp servers; servers tools; server; shared infrastructure; agent; environments; connecting; mcp server; authentication; clients; shared; client
https://portkey.ai/blog/mcp-tool-discovery-for-llm-agents/,MCP tool discovery for autonomous LLM agents,6,tool; mcp; agent; mcp zero; zero; tools; agents; discovery; tool discovery; server; selection; retrieval; llm agents; request; prompt injection; autonomous; injection; missing; task; autonomous llm
https://portkey.ai/blog/understanding-mcp-authorization/,Understanding MCP Authorization,6,mcp; authorization; client; server; clients; mcp authorization; agents; access; tools; allowed; lived; privilege; tool; execution; actions; permissions; mcp server; identity; invocation; registries
https://portkey.ai/blog/ai-audit-checklist-for-internal-ai-platforms/,AI audit checklist for internal AI platform & enablement teams,5,audit; teams; ai audit; workloads; routing; checklist; area; audit checklist; ai; provider; review; workspace; internal ai; items; ai platforms; internal; routing rules; policies; access; platform
https://portkey.ai/blog/public/ghost-stats.min.js?v=074e73d0eb,,2,
https://portkey.ai/blog/public/member-attribution.min.js?v=074e73d0eb,,2,
https://portkey.ai/blog/assets/built/screen.css?v=074e73d0eb,,2,
https://portkey.ai/blog/content/images/2024/04/full-black-text-2.png,,2,
https://portkey.ai/blog/content/images/size/w1200/2024/09/Moon.png,,2,
https://portkey.ai/blog/public/cards.min.css?v=074e73d0eb,,2,
https://portkey.ai/blog/content/images/2024/04/just-icon.png,,2,
https://portkey.ai/blog/content/images/size/w256h256/2024/04/just-icon.png,,2,
https://portkey.ai/blog/content/images/size/w1200/2024/04/Moon-2.png,,2,
https://portkey.ai/blog/content/images/size/w1200/2024/04/Moon-3.png,,2,
https://portkey.ai/blog/assets/built/main.min.js?v=074e73d0eb,,2,function; var; img; document; min; prototype; return; el; window; dropdown; body; object; remove; target; module; length; math; style; width; null
https://portkey.ai/blog/public/cards.min.js?v=074e73d0eb,,2,
https://portkey.ai/blog/?page=3,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?offset=5,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?p=1,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?page=4,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?offset=2,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?p=2,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?p=5,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?page=5,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?p=3,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?offset=3,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?offset=1,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?p=4,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?page=1,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?offset=4,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/?page=2,LLMs in Prod Blog ● Portkey,1,mcp; ai; access; control; ai platform; agents; hallucinations; production environments; servers; environments; access control; production; platform; llm; fontys; ict; fontys ict; gateway architecture; opencode; hallucinations production
https://portkey.ai/blog/autoprompt-eliciting-knowledge-from-language-models-with-automatically-generated-prompts-summary/,AutoPrompt: Eliciting Knowledge from LMs with Automatically Generated Prompts,0,finetuning; prompts; achieving; diverse set; factual; gradient; benchmark; masked; knowledge; guided; sentiment; language; created; language models; diverse; amounts; sentiment analysis; method; search; manually
https://portkey.ai/blog/model-context-protocol-for-llm-appls/,What is Model Context Protocol?,6,protocol; mcp; context; context management; data sources; model context; context protocol; sources; data; management; protocol mcp; integrations; enterprise llm; custom; implements; custom integrations; model; standardized; challenges; integration
https://portkey.ai/blog/real-time-guardrails-vs-batch-evals/,Real-time Guardrails vs Batch Evals: Safety in LLM Apps,4,time guardrails; evals; batch; safety; guardrails; reaching; real time; protection; quality; runtime; llm; time; filtering; real; immediate; problematic; mechanisms; serve; validation; purposes
https://portkey.ai/blog/reducing-llm-costs-and-latency-semantic-cache/,Semantic Cache for Large Language Models,4,cache; semantic; semantic cache; semantic caching; caching; similarity; cache hit; queries; llm; hit rate; portkey; search; hit; cached; repeated; similar; intent; latency; config; vector
https://portkey.ai/blog/implementing-frugalgpt-smarter-llm-usage-for-lower-costs/,FrugalGPT: Reducing LLM Costs & Improving Performance,0,frugalgpt; cache; llm; llm cascade; cascade; email; examples; prompt; cost; shot; threshold; score; query; smaller model; model; cents; compression; smaller; approximation; llm approximation
https://portkey.ai/blog/llm-load-balancing/,Load balancing in multi-LLM setups: Techniques for optimal performance,4,multi llm; llm setups; requests; routing; load; usage; setups; load balancing; based routing; balancing; based; handle; usage limits; llm; smart; model; usage based; models; multi; traffic
https://portkey.ai/blog/the-state-of-ai-finops-2025-key-insights-from-finops-foundations-latest-report/,The State of AI FinOps 2025: Key Insights from FinOps Foundation's Latest Report,5,ai; finops; cost; organizations; cost management; ai cost; infrastructure; ai initiatives; initiatives; management; report; spending; ai infrastructure; costs; cloud; optimization; establishing; usage; allocation; foundations
https://portkey.ai/blog/ai-prompts-for-sales-reps/,AI Prompts for Sales Reps,3,prospect; sales; objection; email; engagement; company; follow; linkedin; customer; message; leads; website; past; points; ai prompts; lead; product; specify; ai; missing
https://portkey.ai/blog/ai-prompts-for-social-media-marketers/,AI Prompts for Social Media Marketers,3,engaging; linkedin; post; brand; social; audience; hook; content; product service; tone; ideas; twitter; engagement; social media; media; ai prompts; voice; ai; prompts; brand voice
https://portkey.ai/blog/from-ai-assistants-to-ai-agents/,The Evolution from AI Assistants to AI Agents,5,ai agents; agents; ai; assistants; ai assistants; making; just; interaction; automation; memory; decision making; like; action; actions; autonomous; ai driven; decision; driven; databases; driving
https://portkey.ai/blog/prompt-engineering-vs-fine-tuning/,Prompt engineering vs. fine-tuning: What’s better for your use case?,3,prompt engineering; fine; fine tuning; engineering; tuning; prompt; domain; domain specific; model; prompts; performance; hybrid; tasks; specific; specialized; vs; fine tuned; pre trained; edge cases; technique
https://portkey.ai/blog/self-consistency-improves-chain-of-thought-reasoning-in-language-models-summary,Self-Consistency Improves Chain of Thought Reasoning,0,self consistency; reasoning; self; consistency; reasoning paths; chain thought; performance chain; thought; chain; paths; thought prompting; marginalizing; decoding strategy; prompting language; decoding; prompting; proposed method; complex reasoning; diverse set; samples
