source_url,target_url,similarity,reason
https://vercel.com/blog/10-next-js-tips-you-might-not-know,https://vercel.com/blog/common-mistakes-with-the-next-js-app-router-and-how-to-fix-them,0.5872,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-4-1,https://vercel.com/blog/ai-sdk-4-0,0.7951,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-4-1,https://vercel.com/blog/ai-sdk-4-2,0.7903,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-4-2,https://vercel.com/blog/ai-sdk-6,0.8411,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-4-2,https://vercel.com/blog/ai-sdk-4-0,0.8165,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-4-2,https://vercel.com/blog/ai-sdk-5,0.8163,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-5,https://vercel.com/blog/ai-sdk-6,0.8623,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-5,https://vercel.com/blog/ai-sdk-4-2,0.8163,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-5,https://vercel.com/blog/ai-sdk-4-0,0.8019,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-6,https://vercel.com/blog/ai-sdk-5,0.8623,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-6,https://vercel.com/blog/ai-sdk-4-2,0.8411,High semantic similarity; add contextual link
https://vercel.com/blog/ai-sdk-6,https://vercel.com/blog/ai-sdk-4-0,0.8164,High semantic similarity; add contextual link
https://vercel.com/blog/algolia-cuts-build-times-in-half-with-isr-using-next-js-on-vercel,https://vercel.com/blog/elkjops-digital-transformation-with-next-js-and-vercel,0.5273,High semantic similarity; add contextual link
https://vercel.com/blog/algolia-cuts-build-times-in-half-with-isr-using-next-js-on-vercel,https://vercel.com/blog/a-better-developer-experience-makes-building-cruise-critic-more-efficient,0.5251,High semantic similarity; add contextual link
https://vercel.com/blog/algolia-cuts-build-times-in-half-with-isr-using-next-js-on-vercel,https://vercel.com/blog/building-the-most-ambitious-sites-on-the-web-with-vercel-and-next-js-14,0.5176,High semantic similarity; add contextual link
https://vercel.com/blog/announcing-v0-generative-ui,https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,0.5849,High semantic similarity; add contextual link
https://vercel.com/blog/announcing-v0-generative-ui,https://vercel.com/blog/build-your-own-ai-app-builder-with-the-v0-platform-api,0.5728,High semantic similarity; add contextual link
https://vercel.com/blog/announcing-v0-generative-ui,https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,0.515,High semantic similarity; add contextual link
https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,https://vercel.com/blog/ai-agents-and-services-on-the-vercel-marketplace,0.6394,High semantic similarity; add contextual link
https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,https://vercel.com/blog/agents-at-work-a-partnership-with-salesforce-and-slack,0.6384,High semantic similarity; add contextual link
https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,https://vercel.com/blog/building-slack-agents-can-be-easy,0.5895,High semantic similarity; add contextual link
https://vercel.com/blog/architecting-reliability-stripes-black-friday-site,https://vercel.com/blog/black-friday-cyber-monday-2024-recap,0.5918,High semantic similarity; add contextual link
https://vercel.com/blog/at-next-js-conf-2021-lets-make-the-web-faster,https://vercel.com/blog/building-the-most-ambitious-sites-on-the-web-with-vercel-and-next-js-14,0.6643,High semantic similarity; add contextual link
https://vercel.com/blog/authentication-for-the-frontend-cloud,https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,0.5753,High semantic similarity; add contextual link
https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,0.5348,High semantic similarity; add contextual link
https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,https://vercel.com/blog/aws-databases-coming-to-the-vercel-marketplace,0.5312,High semantic similarity; add contextual link
https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,https://vercel.com/blog/aws-databases-are-now-live-on-the-vercel-marketplace-and-v0,0.5185,High semantic similarity; add contextual link
https://vercel.com/blog/aws-databases-are-now-live-on-the-vercel-marketplace-and-v0,https://vercel.com/blog/aws-databases-coming-to-the-vercel-marketplace,0.9383,High semantic similarity; add contextual link
https://vercel.com/blog/aws-databases-are-now-live-on-the-vercel-marketplace-and-v0,https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,0.5185,High semantic similarity; add contextual link
https://vercel.com/blog/aws-databases-coming-to-the-vercel-marketplace,https://vercel.com/blog/aws-databases-are-now-live-on-the-vercel-marketplace-and-v0,0.9383,High semantic similarity; add contextual link
https://vercel.com/blog/aws-databases-coming-to-the-vercel-marketplace,https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,0.5312,High semantic similarity; add contextual link
https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,https://vercel.com/blog/accelerating-developer-velocity-and-creating-high-impact-web-teams,0.5959,High semantic similarity; add contextual link
https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,https://vercel.com/blog/authentication-for-the-frontend-cloud,0.5753,High semantic similarity; add contextual link
https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,0.5348,High semantic similarity; add contextual link
https://vercel.com/blog/becoming-an-ai-engineering-company,https://vercel.com/blog/ai-accelerator-participants,0.7027,High semantic similarity; add contextual link
https://vercel.com/blog/becoming-an-ai-engineering-company,https://vercel.com/blog/ai-integrations,0.6102,High semantic similarity; add contextual link
https://vercel.com/blog/becoming-an-ai-engineering-company,https://vercel.com/blog/7-ai-features-you-can-add-to-your-app-today,0.5775,High semantic similarity; add contextual link
https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,https://vercel.com/blog/build-your-own-web-framework,0.5916,High semantic similarity; add contextual link
https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,https://vercel.com/blog/building-secure-and-performant-web-applications-on-vercel,0.5366,High semantic similarity; add contextual link
https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,https://vercel.com/blog/dashboard-redesign,0.533,High semantic similarity; add contextual link
https://vercel.com/blog/beyond-menu-scaling-with-hypertune-and-vercel,https://vercel.com/blog/edge-config-and-launch-darkly,0.6488,High semantic similarity; add contextual link
https://vercel.com/blog/bfcm-2025,https://vercel.com/blog/black-friday-cyber-monday-2024-recap,0.7303,High semantic similarity; add contextual link
https://vercel.com/blog/bitbucket,https://vercel.com/blog/dashboard-redesign,0.5613,High semantic similarity; add contextual link
https://vercel.com/blog/bitbucket,https://vercel.com/blog/branch-domains,0.5294,High semantic similarity; add contextual link
https://vercel.com/blog/black-friday-cyber-monday-2024-recap,https://vercel.com/blog/bfcm-2025,0.7303,High semantic similarity; add contextual link
https://vercel.com/blog/black-friday-cyber-monday-2024-recap,https://vercel.com/blog/building-the-black-friday-cyber-monday-live-dashboard,0.555,High semantic similarity; add contextual link
https://vercel.com/blog/botid-deep-analysis-catches-a-sophisticated-bot-network-in-real-time,https://vercel.com/blog/botid-uncovers-hidden-seo-poisoning,0.7552,High semantic similarity; add contextual link
https://vercel.com/blog/botid-uncovers-hidden-seo-poisoning,https://vercel.com/blog/botid-deep-analysis-catches-a-sophisticated-bot-network-in-real-time,0.7552,High semantic similarity; add contextual link
https://vercel.com/blog/branch-domains,https://vercel.com/blog/default-production-domain,0.6863,High semantic similarity; add contextual link
https://vercel.com/blog/branch-domains,https://vercel.com/blog/custom-production-branch,0.587,High semantic similarity; add contextual link
https://vercel.com/blog/branch-domains,https://vercel.com/blog/bitbucket,0.5294,High semantic similarity; add contextual link
https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,https://vercel.com/blog/cutting-delivery-times-in-half-with-v0,0.6583,High semantic similarity; add contextual link
https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,https://vercel.com/blog/ai-powered-prototyping-with-design-systems,0.6348,High semantic similarity; add contextual link
https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,https://vercel.com/blog/build-your-own-ai-app-builder-with-the-v0-platform-api,0.5544,High semantic similarity; add contextual link
https://vercel.com/blog/build-output-api,https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,0.77,High semantic similarity; add contextual link
https://vercel.com/blog/build-output-api,https://vercel.com/blog/build-your-own-web-framework,0.6261,High semantic similarity; add contextual link
https://vercel.com/blog/build-your-own-ai-app-builder-with-the-v0-platform-api,https://vercel.com/blog/announcing-v0-generative-ui,0.5728,High semantic similarity; add contextual link
https://vercel.com/blog/build-your-own-ai-app-builder-with-the-v0-platform-api,https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,0.5544,High semantic similarity; add contextual link
https://vercel.com/blog/build-your-own-web-framework,https://vercel.com/blog/build-output-api,0.6261,High semantic similarity; add contextual link
https://vercel.com/blog/build-your-own-web-framework,https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,0.5916,High semantic similarity; add contextual link
https://vercel.com/blog/building-an-interactive-webgl-experience-in-next-js,https://vercel.com/blog/add-3d-to-your-web-projects-with-v0-and-react-three-fiber,0.7477,High semantic similarity; add contextual link
https://vercel.com/blog/building-secure-ai-agents,https://vercel.com/blog/building-secure-ai-agents-6H2F54tCXCwkAvCGg2SvTA,1.0,High semantic similarity; add contextual link
https://vercel.com/blog/building-secure-ai-agents-6H2F54tCXCwkAvCGg2SvTA,https://vercel.com/blog/building-secure-ai-agents,1.0,High semantic similarity; add contextual link
https://vercel.com/blog/building-secure-and-performant-web-applications-on-vercel,https://vercel.com/blog/accelerating-developer-velocity-and-creating-high-impact-web-teams,0.6201,High semantic similarity; add contextual link
https://vercel.com/blog/building-secure-and-performant-web-applications-on-vercel,https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,0.5366,High semantic similarity; add contextual link
https://vercel.com/blog/building-secure-and-performant-web-applications-on-vercel,https://vercel.com/blog/ai-agents-at-scale-roxs-vercel-powered-revenue-operating-system,0.5134,High semantic similarity; add contextual link
https://vercel.com/blog/building-slack-agents-can-be-easy,https://vercel.com/blog/agents-at-work-a-partnership-with-salesforce-and-slack,0.7435,High semantic similarity; add contextual link
https://vercel.com/blog/building-slack-agents-can-be-easy,https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,0.5895,High semantic similarity; add contextual link
https://vercel.com/blog/building-slack-agents-can-be-easy,https://vercel.com/blog/collaborating-with-anthropic-on-claude-sonnet-4-5,0.5232,High semantic similarity; add contextual link
https://vercel.com/blog/building-the-black-friday-cyber-monday-live-dashboard,https://vercel.com/blog/black-friday-cyber-monday-2024-recap,0.555,High semantic similarity; add contextual link
https://vercel.com/blog/building-the-most-ambitious-sites-on-the-web-with-vercel-and-next-js-14,https://vercel.com/blog/at-next-js-conf-2021-lets-make-the-web-faster,0.6643,High semantic similarity; add contextual link
https://vercel.com/blog/building-the-most-ambitious-sites-on-the-web-with-vercel-and-next-js-14,https://vercel.com/blog/algolia-cuts-build-times-in-half-with-isr-using-next-js-on-vercel,0.5176,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-april-2020,https://vercel.com/blog/changelog-september-2020,0.5425,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-april-2020,https://vercel.com/blog/changelog-may-2020,0.5314,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-april-2020,https://vercel.com/blog/changelog-february-2020,0.5035,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-august-2020,https://vercel.com/blog/changelog-july-2020,0.6555,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-august-2020,https://vercel.com/blog/changelog-february-2020,0.579,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-august-2020,https://vercel.com/blog/changelog-september-2020,0.5691,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-december-2019,https://vercel.com/blog/changelog-november-2019,0.5443,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-february-2020,https://vercel.com/blog/changelog-august-2020,0.579,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-february-2020,https://vercel.com/blog/changelog-july-2020,0.5568,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-february-2020,https://vercel.com/blog/changelog-april-2020,0.5035,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-january-2020,https://vercel.com/blog/default-production-domain,0.6335,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-january-2020,https://vercel.com/blog/changelog-august-2020,0.5185,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-july-2020,https://vercel.com/blog/changelog-june-2020,0.7497,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-july-2020,https://vercel.com/blog/changelog-august-2020,0.6555,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-july-2020,https://vercel.com/blog/changelog-september-2020,0.5811,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-june-2020,https://vercel.com/blog/changelog-july-2020,0.7497,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-june-2020,https://vercel.com/blog/changelog-september-2020,0.6192,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-june-2020,https://vercel.com/blog/changelog-august-2020,0.569,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-march-2020,https://vercel.com/blog/changelog-may-2020,0.5092,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-may-2020,https://vercel.com/blog/changelog-september-2020,0.576,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-may-2020,https://vercel.com/blog/environment-variables-ui,0.5723,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-may-2020,https://vercel.com/blog/changelog-april-2020,0.5314,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-november-2019,https://vercel.com/blog/changelog-december-2019,0.5443,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-november-2019,https://vercel.com/blog/dashboard-redesign,0.5283,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-september-2020,https://vercel.com/blog/changelog-june-2020,0.6192,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-september-2020,https://vercel.com/blog/changelog-july-2020,0.5811,High semantic similarity; add contextual link
https://vercel.com/blog/changelog-september-2020,https://vercel.com/blog/changelog-may-2020,0.576,High semantic similarity; add contextual link
https://vercel.com/blog/cline-on-ai-gateway,https://vercel.com/blog/ai-gateway-is-now-generally-available,0.734,High semantic similarity; add contextual link
https://vercel.com/blog/cline-on-ai-gateway,https://vercel.com/blog/ai-gateway-65NqOw6r9ZP5V4ZpBZNwgi,0.7001,High semantic similarity; add contextual link
https://vercel.com/blog/cline-on-ai-gateway,https://vercel.com/blog/collaborating-with-anthropic-on-claude-sonnet-4-5,0.63,High semantic similarity; add contextual link
https://vercel.com/blog/collaborating-with-anthropic-on-claude-sonnet-4-5,https://vercel.com/blog/cline-on-ai-gateway,0.63,High semantic similarity; add contextual link
https://vercel.com/blog/collaborating-with-anthropic-on-claude-sonnet-4-5,https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,0.5714,High semantic similarity; add contextual link
https://vercel.com/blog/collaborating-with-anthropic-on-claude-sonnet-4-5,https://vercel.com/blog/ai-gateway-65NqOw6r9ZP5V4ZpBZNwgi,0.5576,High semantic similarity; add contextual link
https://vercel.com/blog/commerceui-headless-shopify-nextjs,https://vercel.com/blog/8-advantages-of-composable-commerce,0.6979,High semantic similarity; add contextual link
https://vercel.com/blog/common-mistakes-with-the-next-js-app-router-and-how-to-fix-them,https://vercel.com/blog/10-next-js-tips-you-might-not-know,0.5872,High semantic similarity; add contextual link
https://vercel.com/blog/composable-ai-for-ecommerce-hands-on-with-vercels-ai-sdk,https://vercel.com/blog/7-ai-features-you-can-add-to-your-app-today,0.7413,High semantic similarity; add contextual link
https://vercel.com/blog/composable-ai-for-ecommerce-hands-on-with-vercels-ai-sdk,https://vercel.com/blog/ai-accelerator-participants,0.6241,High semantic similarity; add contextual link
https://vercel.com/blog/composable-ai-for-ecommerce-hands-on-with-vercels-ai-sdk,https://vercel.com/blog/ai-integrations,0.5906,High semantic similarity; add contextual link
https://vercel.com/blog/custom-production-branch,https://vercel.com/blog/branch-domains,0.587,High semantic similarity; add contextual link
https://vercel.com/blog/cutting-delivery-times-in-half-with-v0,https://vercel.com/blog/bridging-the-gap-between-design-and-code-with-v0,0.6583,High semantic similarity; add contextual link
https://vercel.com/blog/cutting-delivery-times-in-half-with-v0,https://vercel.com/blog/How-avalara-turns-pipedreams-into-patent-pending-with-v0,0.5104,High semantic similarity; add contextual link
https://vercel.com/blog/cutting-delivery-times-in-half-with-v0,https://vercel.com/blog/announcing-v0-generative-ui,0.5007,High semantic similarity; add contextual link
https://vercel.com/blog/dashboard-redesign,https://vercel.com/blog/bitbucket,0.5613,High semantic similarity; add contextual link
https://vercel.com/blog/dashboard-redesign,https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,0.533,High semantic similarity; add contextual link
https://vercel.com/blog/dashboard-redesign,https://vercel.com/blog/changelog-november-2019,0.5283,High semantic similarity; add contextual link
https://vercel.com/blog/david-totten-joins-vercel-to-lead-global-field-engineering,https://vercel.com/blog/ai-agents-at-scale-roxs-vercel-powered-revenue-operating-system,0.5884,High semantic similarity; add contextual link
https://vercel.com/blog/david-totten-joins-vercel-to-lead-global-field-engineering,https://vercel.com/blog/ai-accelerator-participants,0.5118,High semantic similarity; add contextual link
https://vercel.com/blog/default-production-domain,https://vercel.com/blog/branch-domains,0.6863,High semantic similarity; add contextual link
https://vercel.com/blog/default-production-domain,https://vercel.com/blog/changelog-january-2020,0.6335,High semantic similarity; add contextual link
https://vercel.com/blog/delivering-ai-analysis-faster-with-the-vercel-workflow,https://vercel.com/blog/deploying-ai-applications,0.5753,High semantic similarity; add contextual link
https://vercel.com/blog/deploy-safely-on-vercel-without-merge-queues,https://vercel.com/blog/deploy-summary,0.5693,High semantic similarity; add contextual link
https://vercel.com/blog/deploy-summary,https://vercel.com/blog/deploy-safely-on-vercel-without-merge-queues,0.5693,High semantic similarity; add contextual link
https://vercel.com/blog/deploying-ai-applications,https://vercel.com/blog/ai-integrations,0.7061,High semantic similarity; add contextual link
https://vercel.com/blog/deploying-ai-applications,https://vercel.com/blog/ai-accelerator-participants,0.641,High semantic similarity; add contextual link
https://vercel.com/blog/deploying-ai-applications,https://vercel.com/blog/7-ai-features-you-can-add-to-your-app-today,0.6141,High semantic similarity; add contextual link
https://vercel.com/blog/deploying-at-the-speed-of-on-demand-streaming,https://vercel.com/blog/a-better-developer-experience-makes-building-cruise-critic-more-efficient,0.5245,High semantic similarity; add contextual link
https://vercel.com/blog/deploying-at-the-speed-of-on-demand-streaming,https://vercel.com/blog/ai-agents-at-scale-roxs-vercel-powered-revenue-operating-system,0.5086,High semantic similarity; add contextual link
https://vercel.com/blog/design-engineering-at-vercel,https://vercel.com/blog/ai-powered-prototyping-with-design-systems,0.5627,High semantic similarity; add contextual link
https://vercel.com/blog/devolver-ships-game-websites-73-faster-with-vercel,https://vercel.com/blog/accelerating-developer-velocity-and-creating-high-impact-web-teams,0.5586,High semantic similarity; add contextual link
https://vercel.com/blog/devolver-ships-game-websites-73-faster-with-vercel,https://vercel.com/blog/a-better-developer-experience-makes-building-cruise-critic-more-efficient,0.505,High semantic similarity; add contextual link
https://vercel.com/blog/edge-config-and-launch-darkly,https://vercel.com/blog/edge-config-public-beta,0.948,High semantic similarity; add contextual link
